0.032195225	-0.047872823	-0.11060695	-0.071247004	0.017686594	0.012207524	-0.08631261	-0.04811319	-0.019490508	-0.024878211	0.0068595354	0.09884665	0.05456443	0.021400783	0.10319741	0.17975281
0.07732287	-0.1916849	-0.043002058	0.05478271	-0.031478517	-0.10774355	-0.16588254	-0.17546375	-0.12661448	-0.016184663	0.032197006	0.13884546	0.08800095	0.14099176	0.019245688	0.055775177
0.15937518	-0.18685833	-0.015728563	0.03646399	-0.08765424	-0.19033155	-0.22925824	-0.25115544	-0.14295806	0.030639304	0.08968768	0.27481842	0.13744119	0.23260297	0.12738848	0.14952576
-0.38542962	0.49662524	-0.36743957	-0.4184775	0.24671741	0.33733633	0.54532593	0.500918	0.4311181	-0.3512884	-0.32372975	-0.61191344	-0.6298403	-0.39041376	0.43036693	0.2564285
0.0015248065	-0.011337509	-0.05055356	-0.086964875	-0.044782996	0.043098908	0.0012670164	0.051270753	-0.0039022095	-0.027138231	0.018480318	-0.014526013	-0.07406568	0.03914497	0.14482836	0.08902923
0.10305041	-0.07446306	0.08025125	0.08128652	-0.12389767	-0.12115611	-0.071316354	-0.06932002	-0.090219304	0.073722	0.06578698	0.031278454	0.040454835	0.088326745	0.003215266	0.023944575
-0.43766934	0.45742887	-0.3980893	-0.3843346	0.2709976	0.33090883	0.5332987	0.44080597	0.3373769	-0.40552682	-0.29570374	-0.5445375	-0.5701363	-0.37881228	0.41341403	0.31052545
0.022200013	-0.06281692	0.013701622	0.047964506	-0.002998859	-0.025870671	-0.0977108	-0.06643909	-0.07910999	0.00835999	0.090452105	0.09421358	0.043802887	0.03697493	0.056488346	0.021941183
-0.33115774	0.43710276	-0.33424634	-0.3375934	0.20696332	0.2584511	0.4409361	0.44358486	0.30117336	-0.279398	-0.2613222	-0.43554378	-0.55951977	-0.35172182	0.32423642	0.26527038
0.04082348	-0.040143717	0.019223608	0.019198364	0.018460507	-0.019856311	-0.023657799	-0.062112834	0.021706441	0.02670923	-0.021683875	0.039316174	0.017265914	0.0045692837	-0.0017047279	0.0075414386
